iter	RMSE
718	4.565848402
719	4.565237815
720	4.564235406
721	4.563282903
722	4.562624161
723	4.562086142
724	4.561577536
725	4.560990081
726	4.5604274
727	4.559650768
728	4.558994683
729	4.558435719
730	4.557991728
731	4.557501652
732	4.556868322
733	4.556363784
734	4.555657654
735	4.554818541
736	4.554160374
737	4.553451239
738	4.552656407
739	4.551968324
740	4.551473798
741	4.550471349
742	4.549671853
743	4.549226254
744	4.548715205
745	4.547876623
746	4.547215725
747	4.546376612
748	4.545663067
749	4.544981004
750	4.54399829
751	4.543310582
752	4.542785107
753	4.5422835
754	4.541493852
755	4.540786231
756	4.53990605
757	4.538920275
758	4.538494666
759	4.537520013
760	4.53693215
761	4.536194757
762	4.535740197
763	4.534960772
764	4.534474941
765	4.533991919
766	4.533292619
767	4.532187025
768	4.531432664
769	4.530824645
770	4.529909902
771	4.529130062
772	4.528572074
773	4.527617719
774	4.526893201
775	4.526071228
776	4.525507441
777	4.52502493
778	4.524300158
779	4.523710602
780	4.523205169
781	4.522410862
782	4.521718481
783	4.520814358
784	4.520301873
785	4.51940367
786	4.518112969
787	4.517091738
788	4.516568395
789	4.515786209
790	4.514990756
791	4.51444989
792	4.513583254
793	4.513089728
794	4.512343005
795	4.511366156
796	4.510741272
797	4.510162154
798	4.509597901
799	4.509002946
800	4.508494142
801	4.507705114
802	4.507302086
803	4.506534449
804	4.505627099
805	4.504997649
806	4.504183252
807	4.503384829
808	4.50270114
809	4.502196711
810	4.501480274
811	4.500921233
812	4.500216923
813	4.49969099
814	4.498836268
815	4.497895148
816	4.496653007
817	4.496144454
818	4.495749708
819	4.495160551
820	4.494344972
821	4.493792654
822	4.493188761
823	4.492346234
824	4.491832771
825	4.490985765
826	4.490203629
827	4.48910154
828	4.488336379
829	4.487476336
830	4.486963214
831	4.485857154
832	4.484888109
833	4.48422425
834	4.483832078
835	4.483135152
836	4.482338777
837	4.481487415
838	4.480504407
839	4.479626604
840	4.47879876
841	4.47764534
842	4.477116908
843	4.476259267
844	4.475127574
845	4.474509165
846	4.473687934
847	4.472779976
848	4.471922991
849	4.470957595
850	4.46992326
851	4.469226822
852	4.468598415
853	4.467571248
854	4.46681517
855	4.466304946
856	4.465755802
857	4.465197646
858	4.464630416
859	4.463978427
860	4.463388336
861	4.46296515
862	4.462266013
863	4.46144544
864	4.46095128
865	4.460101366
866	4.459171776
867	4.458416308
868	4.457794223
869	4.456984761
870	4.456339109
871	4.455630007
872	4.455068439
873	4.454457663
874	4.453822272
875	4.452984595
876	4.452090173
877	4.451343636
878	4.450590617
879	4.450005355
880	4.449084019
881	4.448183387
882	4.447691
883	4.447051977
884	4.446611462
885	4.445933926
886	4.445293201
887	4.444779779
888	4.444131092
889	4.44321522
890	4.442590519
891	4.442047855
892	4.441226274
893	4.440514392
894	4.440004034
895	4.439163007
896	4.438272373
897	4.437205159
898	4.436339612
899	4.435765133
900	4.435099406
901	4.434716057
902	4.434032272
903	4.433349407
904	4.432459407
905	4.431672173
906	4.430675106
907	4.430106644
908	4.4295375
909	4.428585223
910	4.427759522
911	4.426995332
912	4.426254516
913	4.425496352
914	4.424780576
915	4.424003147
916	4.423167564
917	4.422311079
918	4.421553453
919	4.420812256
920	4.419833127
921	4.419256831
922	4.418737117
923	4.418135184
924	4.417414618
925	4.416843338
926	4.416105049
927	4.415141364
928	4.414479334
929	4.4136655
930	4.412704106
931	4.411842469
932	4.41125868
933	4.410662541
934	4.409946798
935	4.409162892
936	4.408320352
937	4.407734663
938	4.407128716
939	4.406409875
940	4.40580808
941	4.404928065
942	4.404234481
943	4.403221974
944	4.402151789
945	4.401556773
946	4.400678635
947	4.400244666
948	4.399743963
949	4.399130433
950	4.398518417
951	4.397714858
952	4.397073079
953	4.396504898
954	4.395993349
955	4.395427291
956	4.394638895
957	4.393749166
958	4.393204945
959	4.392543107
960	4.39161329
961	4.391001265
962	4.390324858
963	4.389852997
964	4.389289312
965	4.388661939
966	4.387991298
967	4.387284046
968	4.386433474
969	4.385378723
970	4.384776035
971	4.383720556
972	4.383137204
973	4.382130184
974	4.381431812
975	4.380723828
976	4.37998915
977	4.379278194
978	4.378920718
979	4.378160439
980	4.377681673
981	4.377058419
982	4.376569008
983	4.376014373
984	4.375326166
985	4.374363327
986	4.373828954
987	4.373369575
988	4.372599151
989	4.372096036
990	4.371467395
991	4.37091276
992	4.370082502
993	4.369564494
994	4.368856521
995	4.368148623
996	4.367538198
997	4.366840238
998	4.366307209
999	4.365700124
